,True,Predicted,Mean_Bootstrap,Lower95_CI,Upper95_CI
2015-01-01,-0.04049999999999976,0.025331465527415276,0.02532607515848062,-0.16598735844898868,0.23170581361149242
2016-01-01,0.0022999999999999687,0.009743252769112587,0.009743252769112587,0.009743252769112587,0.009743252769112587
2017-01-01,-0.011600000000000055,0.020406823605298996,0.0202965741781982,-0.035349040619889346,0.07635769010344898
2018-01-01,0.03049999999999997,0.009977815672755241,0.009179780780363408,-0.03538399261898138,0.05835576458701273
2019-01-01,0.014000000000000234,0.023548996075987816,0.023865073027046,-0.04190587228193066,0.08674846512293291
2020-01-01,0.01980000000000004,0.030375352129340172,0.02966408859171532,-0.02987647005727613,0.0839225919586998
2021-01-01,0.06239999999999979,0.014781245030462742,0.014714624095309265,-0.03183284319811044,0.06383678634772741
2022-01-01,-0.05469999999999997,0.009185191243886948,0.009939271154399236,-0.05535753129790462,0.07471058620174574
2023-01-01,0.2016,-0.00015273928875103593,-0.0011953421622160846,-0.07221737954262714,0.06736500513436447
2024-01-01,0.0,0.03365612402558327,0.031457815819943974,-0.11309616839927336,0.18171603734142588
