,True,Predicted,Mean_Bootstrap,Lower95_CI,Upper95_CI
2018-01-01,-0.11010000000000009,-0.07900285720825195,-0.07653589783586427,-0.14991964595057003,0.0015303955151671818
2019-01-01,0.20319999999999983,-0.03486204892396927,-0.03486204892396927,-0.03486204892396927,-0.03486204892396927
2020-01-01,0.21970000000000045,0.08704699575901031,0.08684743967413036,-0.16256160756087534,0.3434178303384486
2021-01-01,0.5103999999999997,0.01831575110554695,0.016952823457896626,-0.20141219632538335,0.2353595673937264
2022-01-01,-0.17899999999999938,0.25385332107543945,0.24991752862885588,-0.11186518617317637,0.6345074749401335
2023-01-01,0.7900999999999998,0.09007762372493744,0.09475421174326776,-0.4644355408248847,0.7072666006014448
2024-01-01,0.0,0.07246629148721695,0.07564219181407546,-0.629715393027838,0.7599796809709864
