,True,Predicted,Mean_Bootstrap,Lower95_CI,Upper95_CI
2018-01-01,0.8192,0.8486432620689365,0.8487411337493661,0.7245883702079992,0.9747706546724605
2019-01-01,0.8274,0.8559987001873468,0.8559987001873467,0.8559987001873468,0.8559987001873468
2020-01-01,0.9142,0.8640892973549313,0.8640872821311648,0.8632511770717882,0.8649820362387189
2021-01-01,0.9867,0.8562330079015125,0.8543709887749651,0.7796261810992406,0.9293311821468119
2022-01-01,1.0917,0.8695050160349459,0.8681421545626757,0.730330180092336,0.9901074223215769
2023-01-01,0.9564,0.9331685878565943,0.9361610376132744,0.7367877025801991,1.1267589963049514
2024-01-01,0.9564,0.9427391011129996,0.9387250652357929,0.7643782633651729,1.1053126547938372
