,True,Predicted,Mean_Bootstrap,Lower95_CI,Upper95_CI
2018-01-01,0.8374,0.7763722222222221,0.777034905382674,0.6412500762962337,0.9122816997062824
2019-01-01,0.8205,0.7795842105263158,0.7795842105263159,0.7795842105263158,0.7795842105263158
2020-01-01,0.7756,0.78163,0.7812144133304454,0.761677795121124,0.8013072501987103
2021-01-01,0.7947,0.7813428571428572,0.7805293664810166,0.7256876620518042,0.8336433088322697
2022-01-01,0.8309,0.78195,0.781459318881405,0.7338497252796382,0.8301621181291919
2023-01-01,0.7949,0.7840782608695652,0.7860719478286328,0.7341214298608533,0.8329398342670555
2024-01-01,0.7949,0.7845291666666666,0.78557841280762,0.7373575759291984,0.8306083031178583
