,True,Predicted,Mean_Bootstrap,Lower95_CI,Upper95_CI
2015-01-01,0.18889999999999985,0.014261340476190511,0.014184368200550782,-0.08390999337339695,0.12293591736328063
2016-01-01,0.06950000000000012,0.06820792063492066,0.06820792063492065,0.06820792063492066,0.06820792063492066
2017-01-01,-0.1766000000000001,0.03783454841269847,0.03419596341856139,-0.14808751308251478,0.21066165412252738
2018-01-01,0.08729999999999993,0.04125096111111116,0.0459399401313221,-0.27364815447300456,0.36567217015224235
2019-01-01,-0.02450000000000019,0.016706023809523775,0.017896964077938917,-0.2613394891199544,0.281805723794931
2020-01-01,0.05080000000000018,0.05724225921855915,0.05755886624619086,-0.19151073623990134,0.29812420545234813
2021-01-01,-0.08930000000000016,-0.02886878968253975,-0.0293719002403397,-0.25703188169811464,0.1868037830228522
2022-01-01,3.1389,2.8660117460317465,2.866383917625275,2.651766651256705,3.0704301009788213
2023-01-01,3.1634,2.443961976190476,2.4409310909662585,2.187691000465783,2.7138040927606495
2024-01-01,0.0,0.07297279610389615,0.07527902910214199,-0.455649853596594,0.5436261304452751
